source_system,raw_variant,brand_original,row_count
NIELSEN_WATER_ST,BE LIGHT,BE LIGHT,35
NIELSEN_WATER_ST,BEAUTY DRINK,BEAUTY DRINK,1
NIELSEN_WATER_ST,BEBERE FRUT,BEBERE FRUT,15
NIELSEN_WATER_ST,BIG,BIG,15
NIELSEN_WATER_ST,BIG AQUA VITAL,BIG AQUA VITAL,7
NIELSEN_WATER_ST,BLANQUITA,BLANQUITA,13
NIELSEN_WATER_ST,BOING,BOING,96
NIELSEN_WATER_ST,BONAFINA,BONAFINA,34
NIELSEN_WATER_ST,BONLATTI,BONLATTI,1
NIELSEN_WATER_ST,CACTUS,CACTUS,7
NIELSEN_WATER_ST,CALAHUA,CALAHUA,4
NIELSEN_WATER_ST,CAPRISUN,CAPRISUN,23
NIELSEN_WATER_ST,CASCADA,CASCADA,2
NIELSEN_WATER_ST,CHAPARRITA,CHAPARRITA,5
NIELSEN_WATER_ST,CHECHI,CHECHI,3
NIELSEN_WATER_ST,CHIQUITA,CHIQUITA,1
NIELSEN_WATER_ST,CLIGHT,CLIGHT,1
NIELSEN_WATER_ST,COCO NIAU,COCO NIAU,2
NIELSEN_WATER_ST,CRISTAL,CRISTAL,18
NIELSEN_WATER_ST,CRYSPURA,CRYSPURA,7
NIELSEN_WATER_ST,CRYSTAL,CRYSTAL,3
NIELSEN_WATER_ST,DE LOS ANGELES,DE LOS ANGELES,1
NIELSEN_WATER_ST,DEL VALLE,DEL VALLE,27
NIELSEN_WATER_ST,DELAWARE PUNCH,DELAWARE PUNCH,8
NIELSEN_WATER_ST,DUCOCO,DUCOCO,2
NIELSEN_WATER_ST,E-PURA,E-PURA,39
NIELSEN_WATER_ST,E-PURA BEBE,E-PURA BEBE,2
NIELSEN_WATER_ST,E-PURITA,E-PURITA,15
NIELSEN_WATER_ST,EL MEXICANO,EL MEXICANO,4
NIELSEN_WATER_ST,ELECTROPURA,ELECTROPURA,9
NIELSEN_WATER_ST,ENERGIE,ENERGIE,1
NIELSEN_WATER_ST,FARAON,FARAON,4
NIELSEN_WATER_ST,FESTIN,FESTIN,1
NIELSEN_WATER_ST,FITLINE,FITLINE,1
NIELSEN_WATER_ST,FLORIDA 7,FLORIDA 7,18
NIELSEN_WATER_ST,FOCO,FOCO,2
NIELSEN_WATER_ST,FRIKO,FRIKO,5
NIELSEN_WATER_ST,FRUTI QUEKO,FRUTI QUEKO,14
NIELSEN_WATER_ST,FRUTIER,FRUTIER,11
NIELSEN_WATER_ST,FRUTOS DE VIDA,FRUTOS DE VIDA,3
NIELSEN_WATER_ST,FRUTSI,FRUTSI,22
NIELSEN_WATER_ST,FUENSANTA,FUENSANTA,10
NIELSEN_WATER_ST,GERBER,GERBER,66
NIELSEN_WATER_ST,GLACEAU,GLACEAU,22
NIELSEN_WATER_ST,GLACIAL,GLACIAL,2
NIELSEN_WATER_ST,GUD,GUD,2
NIELSEN_WATER_ST,GUGAR,GUGAR,2
NIELSEN_WATER_ST,GYM WATER,GYM WATER,2
NIELSEN_WATER_ST,HARMONY BROOK,HARMONY BROOK,6
NIELSEN_WATER_ST,HAWAIIAN PUNCH,HAWAIIAN PUNCH,4
NIELSEN_WATER_ST,JERSEY,JERSEY,5
NIELSEN_WATER_ST,JULIGHT,JULIGHT,2
NIELSEN_WATER_ST,JUMEX FRESH,JUMEX FRESH,20
NIELSEN_WATER_ST,JUMEX MIA,JUMEX MIA,4
NIELSEN_WATER_ST,JUNGHANNS,JUNGHANNS,2
NIELSEN_WATER_ST,KING FRUT,KING FRUT,2
NIELSEN_WATER_ST,KOOL-AID,KOOL-AID,13
NIELSEN_WATER_ST,LA JOLLA,LA JOLLA,3
NIELSEN_WATER_ST,LAS BRISAS,LAS BRISAS,3
NIELSEN_WATER_ST,LEON,LEON,2
NIELSEN_WATER_ST,LOS 19 HERMANOS,LOS 19 HERMANOS,5
NIELSEN_WATER_ST,LOS ALPES,LOS ALPES,3
NIELSEN_WATER_ST,MINUTE MAID,MINUTE MAID,15
NIELSEN_WATER_ST,MISTER Q,MISTER Q,2
NIELSEN_WATER_ST,MONDARIZ,MONDARIZ,1
NIELSEN_WATER_ST,NATURES HEART,NATURES HEART,3
NIELSEN_WATER_ST,NIAGARA,NIAGARA,11
NIELSEN_WATER_ST,NOSSO COCO,NOSSO COCO,4
NIELSEN_WATER_ST,NOVALIV,NOVALIV,13
NIELSEN_WATER_ST,OASIS,OASIS,1
NIELSEN_WATER_ST,OSO POKY,OSO POKY,8
NIELSEN_WATER_ST,OTHERS MARCA,OTHERS MARCA,951
NIELSEN_WATER_ST,OYE,OYE,6
NIELSEN_WATER_ST,PENA PURA,PENA PURA,3
NIELSEN_WATER_ST,PL,PL,0
NIELSEN_WATER_ST,POWER PUNCH,POWER PUNCH,2
NIELSEN_WATER_ST,POWERADE,POWERADE,3
NIELSEN_WATER_ST,PREMIER,PREMIER,4
NIELSEN_WATER_ST,PULPY,PULPY,6
NIELSEN_WATER_ST,PURA SOL,PURA SOL,1
NIELSEN_WATER_ST,PURE LIFE,PURE LIFE,1
NIELSEN_WATER_ST,PUREZA VITAL,PUREZA VITAL,39
NIELSEN_WATER_ST,PUREZA VITAL KIDS,PUREZA VITAL KIDS,17
NIELSEN_WATER_ST,PURISIMA,PURISIMA,2
NIELSEN_WATER_ST,ROCIO,ROCIO,1
NIELSEN_WATER_ST,SABOR X,SABOR X,6
NIELSEN_WATER_ST,SABOREX,SABOREX,1
NIELSEN_WATER_ST,SAN JUDAS TADEO,SAN JUDAS TADEO,4
NIELSEN_WATER_ST,SANTA MARIA COAHUILA,SANTA MARIA COAHUILA,2
NIELSEN_WATER_ST,SANTA MONICA,SANTA MONICA,4
NIELSEN_WATER_ST,SANTORINI,SANTORINI,5
NIELSEN_WATER_ST,SELLO ROJO,SELLO ROJO,44
NIELSEN_WATER_ST,SHANDY,SHANDY,1
NIELSEN_WATER_ST,SIERRA AZUL,SIERRA AZUL,7
NIELSEN_WATER_ST,SKARCH,SKARCH,20
NIELSEN_WATER_ST,SNAPPLE,SNAPPLE,3
NIELSEN_WATER_ST,SOLEM,SOLEM,19
NIELSEN_WATER_ST,SONRISA,SONRISA,3
NIELSEN_WATER_ST,SPARKLETTS,SPARKLETTS,9
NIELSEN_WATER_ST,STA. MARIA -NESTLE-,STA. MARIA -NESTLE-,30
NIELSEN_WATER_ST,SUN LIGHT,SUN LIGHT,1
NIELSEN_WATER_ST,SUNNY DELIGHT,SUNNY DELIGHT,10
NIELSEN_WATER_ST,SUPER STAR,SUPER STAR,1
NIELSEN_WATER_ST,TAMPICO,TAMPICO,30
NIELSEN_WATER_ST,TROPIFRUT,TROPIFRUT,7
NIELSEN_WATER_ST,VALLE FRUT,VALLE FRUT,59
NIELSEN_WATER_ST,VICTORIA,VICTORIA,3
NIELSEN_WATER_ST,VIKA 8.5,VIKA 8.5,3
NIELSEN_WATER_ST,VILLA DE PATOS,VILLA DE PATOS,3
NIELSEN_WATER_ST,VIRY,VIRY,2
NIELSEN_WATER_ST,VOSS,VOSS,7
NIELSEN_WATER_ST,WELCH'S,WELCH'S,5
NIELSEN_WATER_ST,WINKY,WINKY,5
NIELSEN_WATER_ST,XALLAPAN,XALLAPAN,2
NIELSEN_WATER_ST,YUKAI,YUKAI,2
NIELSEN_WATER_ST,ZAMBA,ZAMBA,3
NIELSEN_WATER_ST,ZOE,ZOE,20
NIELSEN_WATER_ST,ZUBBA,ZUBBA,6
SELL_IN,AIRIS,Airis,1
SELL_IN,ARCOIRIS,Arcoiris,1
SELL_IN,BUTTER,BUTTER,1
SELL_IN,CAFE,Cafe,2
SELL_IN,DESTILADA,Destilada,2
SELL_IN,FONTAINE,Fontaine,2
SELL_IN,FRESH,Fresh,1
SELL_IN,FRIDA,Frida,2
SELL_IN,FRIJOLES,Frijoles,3
SELL_IN,GRANEL,Granel,3
SELL_IN,NATURILLAS,Naturillas,1
SELL_IN,PATRIO,Patrio,1
SELL_IN,POLAR,Polar,2
SELL_IN,PRIMAVERA,Primavera,1
SELL_IN,VOLVIC,VOLVIC,9
SELL_IN,WMW,Wmw,1
SELL_OUT,ADES,ADES,2
SELL_OUT,BEC,BEC,44
SELL_OUT,CHILCHOTA,CHILCHOTA,19
SELL_OUT,DANFRUT,DANFRUT,4
SELL_OUT,INACTIVO,INACTIVO,2
SELL_OUT,LIGERI,LIGERI,2
SELL_OUT,MEMBERS MARK,MEMBERS MARK,3
SELL_OUT,NA,NA,2
SELL_OUT,OTROS,OTROS,11
